Name,Cuisine,Location,Price,Vegan/Meat,Country,Latitude,Longitude,Address,PostalCode
Ginger,"Buffet, International, Local, Southeast Asian",Bugis,$$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
Ginger.Lily,"Bar, Fusion, International, High Tea",Orchard,$$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Ginza Shinto,Japanese,River Valley,$$$$$,Meat,Singapore,1.2976832,103.834188,"River Valley, Singapore, Central, Singapore",
Ginza Shinto,Japanese,Robertson Quay,$$$$$,Meat,Singapore,1.2917517,103.8413036,"Robertson Quay, Singapore River, Singapore, Central, 237995, Singapore",237995
GIO - Gourmet Italian Osteria,Italian,Tanjong Pagar,$$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Godmama,"Fusion, Peranakan, Modern Asian",City Hall,$$,Meat,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
Goku Japanese Restaurant,Japanese,Robertson Quay,$$$,Meat,Singapore,1.2917517,103.8413036,"Robertson Quay, Singapore River, Singapore, Central, 237995, Singapore",237995
Golden Ocean Korean Seafood & BBQ Restaurant,Korean,Mountbatten,$$,Meat,Singapore,1.3063254,103.8827278,"Mountbatten, 301, Mountbatten Road, Kallang, Singapore, Southeast, 398006, Singapore",398006
Golden Peony,Chinese,City Hall,$$$,Meat,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
Golden Peony,Chinese,Marina Bay,$$$,Meat,Singapore,1.27546735,103.8547733,"Marina Bay, Commerce Street, Downtown Central, Downtown Core, Singapore, Central, 018990, Singapore",18990
Golden Peony,Chinese,Promenade,$$$,Meat,Singapore,1.29267315,103.8610155,"Promenade, Temasek Avenue, Suntec City, Downtown Core, Singapore, Central, 038986, Singapore",38986
Golden Peony,Chinese,Marina Central,$$$,Meat,Singapore,1.2894104,103.8631253,"Singapore Flyer, Raffles Avenue, Marina Centre, Downtown Core, Singapore, Central, 039799, Singapore",39799
Golf Spot Cafe & Bistro,"Bar, Fusion, Seafood, All-Day Breakfast, Vegetarian Friendly, Cafe, Burgers, Ice Cream, Vegan Friendly, Desserts, Healthy Eats, Western, Juice, Coffee, Small Bites",Seletar,$$$$,Vegan,Singapore,1.4098488,103.8773789,"Seletar, Central, Singapore",
Good Luck BBQ,"Chinese, BBQ, Asian",Chinatown,$$$,Meat,Singapore,1.2829435,103.8441517,"Chinatown, Trengganu Street, Chinatown, Outram, Singapore, Central, 058469, Singapore",58469
Good Old Times Bar and Bistro,"Bar, Asian, Western",Tai Seng,$$,Meat,Singapore,1.3353828,103.8883061,"Tai Seng, 33, Upper Paya Lebar Road, Tai Seng, Singapore, Southeast, 534803, Singapore",534803
Gotti,Italian,Chinatown,$$$,Meat,Singapore,1.2829435,103.8441517,"Chinatown, Trengganu Street, Chinatown, Outram, Singapore, Central, 058469, Singapore",58469
Gotti,Italian,Telok Ayer,$$$,Meat,Singapore,1.28233605,103.848291,"Telok Ayer, 7, Cross Street, Chinatown, Outram, Singapore, Central, 048424, Singapore",48424
Gram Cafe and Pancakes (VivoCity),"Japanese, All-Day Breakfast, Cafe, Desserts",Harbourfront,$$$,Meat,Singapore,1.265362,103.8215518,"HarbourFront, Telok Blangah Road, Bukit Merah, Singapore, Central, 098867, Singapore",98867
Gram Cafe and Pancakes (Waterway),"Japanese, All-Day Breakfast, Cafe, Desserts",Punggol,$$$,Meat,Singapore,1.4051559,103.902368,"Punggol, 70, Punggol Central, Punggol Town Centre, Punggol, Singapore, Northeast, 828868, Singapore",828868
"Grand Lobby (Raffles Hotel), The","British, High Tea",City Hall,$$$$,Meat,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
Grapevine @ Guillemard,"American, Bar, Italian, Burgers",Paya Lebar,$$,Meat,Singapore,1.3174795,103.8923525,"Paya Lebar, Tanjong Katong Road, Geylang, Singapore, Southeast, 400845, Singapore",400845
Grapevine Bar & Restaurant,"Bar, Italian, Burgers",Serangoon,$$,Meat,Singapore,1.34976105,103.8736841,"Serangoon, Upper Serangoon Road, Serangoon, Singapore, Southeast, 534801, Singapore",534801
Gravy Restaurant & Bar,"Indian, Vegetarian Friendly, Cafe",Tanjong Pagar,$$,Vegan,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Gravy Restaurant & Bar @ Tanjong Katong,"Indian, Vegetarian Friendly, Modern Asian, Vegetarian, Vegan Friendly",Marine Parade,$$,Vegan,Singapore,1.3026889,103.9073952,"Marine Parade, Southeast, Singapore",
GREAThai (East Village),"Thai, Halal Certified",Changi,$$,Meat,Singapore,1.3539247,103.9746973,"Changi, Southeast, Singapore",
Green Common,"Modern European, Chinese, Vegetarian Friendly, Cafe, Zi Char, Modern Asian",Harbourfront,$$,Vegan,Singapore,1.265362,103.8215518,"HarbourFront, Telok Blangah Road, Bukit Merah, Singapore, Central, 098867, Singapore",98867
Greenhouse,"Thai, International",Changi,$$$,Meat,Singapore,1.3539247,103.9746973,"Changi, Southeast, Singapore",
Greenhouse Bistro,"Bar, Cafe, Asian, Western",Tuas,$$,Meat,Singapore,1.3293722,103.6482364,"Tuas, Southwest, Singapore",
Grids & Circles,Cafe,Chinatown,$$,Meat,Singapore,1.2829435,103.8441517,"Chinatown, Trengganu Street, Chinatown, Outram, Singapore, Central, 058469, Singapore",58469
Griglia Open Fire Italian Kitchen,Italian,Tanjong Pagar,$$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Grill By Cut,"Japanese, Korean, Steakhouse, BBQ, Asian",Bukit Timah,$$,Meat,Singapore,1.3546901,103.7763724,"Bukit Timah Hill, Northwest, 589333, Singapore",589333
Grill Ninety Nine,"American, Fusion, Seafood, Steakhouse, Vegetarian Friendly, Cafe, BBQ, Muslim-Owned",Bugis,$$,Vegan,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
Grin Affair,"Local, Cafe, Ice Cream, Desserts, Coffee, Small Bites",Bishan,$$,Meat,Singapore,1.3509859,103.8482551,"Bishan, Bishan Place, Bishan, Singapore, Central, 579841, Singapore",579841
Group Therapy Coffee (Cross Street Exchange),"American, Australian, All-Day Breakfast, Vegetarian Friendly, Cafe",Raffles Place,$$,Vegan,Singapore,1.2835417,103.8514602,"Raffles Place, Marina Boulevard, Downtown Central, Downtown Core, Singapore, Central, 049247, Singapore",49247
Group Therapy Coffee (Cross Street Exchange),"American, Australian, All-Day Breakfast, Vegetarian Friendly, Cafe",Telok Ayer,$$,Vegan,Singapore,1.28233605,103.848291,"Telok Ayer, 7, Cross Street, Chinatown, Outram, Singapore, Central, 048424, Singapore",48424
GRUB (Junction 8),"American, Fusion, All-Day Breakfast, Burgers",Bishan,$$,Meat,Singapore,1.3509859,103.8482551,"Bishan, Bishan Place, Bishan, Singapore, Central, 579841, Singapore",579841
GRUB (Stevens),"American, All-Day Breakfast, Cafe, Burgers",Newton,$$,Meat,Singapore,1.31318325,103.8380402,"Newton, Scotts Road, Cairnhill, Newton, Singapore, Central, 228234, Singapore",228234
"Grumpy Bear @ Ang Mo Kio, The","American, All-Day Breakfast, Burgers, Western",Ang Mo Kio,$$,Meat,Singapore,1.3692078,103.8503986,"Ang Mo Kio, Ang Mo Kio Avenue 3, Ang Mo Kio, Singapore, Central, 560424, Singapore",560424
"Grumpy Bear @ Thomson, The","Fusion, Seafood, Steakhouse, Vegetarian Friendly, Local, Cafe",Bishan,$$,Vegan,Singapore,1.3509859,103.8482551,"Bishan, Bishan Place, Bishan, Singapore, Central, 579841, Singapore",579841
"Grumpy Bear @ Thomson, The","Fusion, Seafood, Steakhouse, Vegetarian Friendly, Local, Cafe",Thomson,$$,Vegan,Singapore,1.3777158,103.8295243,"Thomson, Singapore, Central, 579528, Singapore",579528
Gu Thai House,"Thai, Local, Southeast Asian, Cafe, Steamboat, Zi Char, Modern Asian, BBQ",Kallang,$$,Meat,Singapore,1.310759,103.866262,"Kallang, Singapore, Central, Singapore",
Guccio Ristorante,Italian,Telok Ayer,$$$$,Meat,Singapore,1.28233605,103.848291,"Telok Ayer, 7, Cross Street, Chinatown, Outram, Singapore, Central, 048424, Singapore",48424
GudSht @ Cineleisure,"Bar, Japanese, Fusion, Vegetarian Friendly, Local, Modern Asian, BBQ",Orchard,$$,Vegan,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
GUI,"Japanese, Korean, All-Day Breakfast, Cafe, Desserts, Coffee, Small Bites",Novena,$$,Meat,Singapore,1.3205257,103.8438813,"Novena, Irrawaddy Road, Novena, Singapore, Central, 307506, Singapore",307506
"Guild, The","Bar, Modern European",Keong Saik,$$$,Meat,Singapore,1.3120964,103.7971925,"Keong Saik, 44, Jalan Merah Saga, Bukit Timah, Singapore, Northwest, 278116, Singapore",278116
"Guild, The","Bar, Modern European",Outram,$$$,Meat,Singapore,1.2816642,103.840653,"Outram, Singapore, Central, Singapore",
Gunther's,French,Bugis,$$$$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
Guo Jiang 锅匠,Chinese,Chinatown,$$$,Meat,Singapore,1.2829435,103.8441517,"Chinatown, Trengganu Street, Chinatown, Outram, Singapore, Central, 058469, Singapore",58469
GupShup,Indian,Little India,$$$$,Meat,Singapore,1.30684265,103.8492736,"Little India, Kerbau Road, Little India, Rochor, Singapore, Central, 219178, Singapore",219178
Guriru,"Japanese, Seafood",Outram,$$,Meat,Singapore,1.2816642,103.840653,"Outram, Singapore, Central, Singapore",
Gustoso Ristorante Italiano,Italian,Seletar,$$,Meat,Singapore,1.4098488,103.8773789,"Seletar, Central, Singapore",
"Gyu Bar, The",Japanese,Newton,$$$$,Meat,Singapore,1.31318325,103.8380402,"Newton, Scotts Road, Cairnhill, Newton, Singapore, Central, 228234, Singapore",228234
Gyu San,"Japanese, Cafe",Tanjong Pagar,$$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Gyu-Kaku (CHIJMES),"Buffet, Japanese, BBQ",City Hall,$$$,Meat,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
Gyu-Kaku (CHIJMES),"Buffet, Japanese, BBQ",CHIJMES,$$$,Meat,Singapore,1.29520645,103.8521129,"CHIJMES, Downtown Core, Singapore, Central, 187996, Singapore",187996
Gyu-Kaku (City Square Mall),"Buffet, Japanese, BBQ",Little India,$$$,Meat,Singapore,1.30684265,103.8492736,"Little India, Kerbau Road, Little India, Rochor, Singapore, Central, 219178, Singapore",219178
Gyu-Kaku (KINEX),"Buffet, Japanese, BBQ",Paya Lebar,$$$,Meat,Singapore,1.3174795,103.8923525,"Paya Lebar, Tanjong Katong Road, Geylang, Singapore, Southeast, 400845, Singapore",400845
Gyu-Kaku (Marina Square),"Buffet, Japanese, BBQ",Marina Central,$$$,Meat,Singapore,1.2894104,103.8631253,"Singapore Flyer, Raffles Avenue, Marina Centre, Downtown Core, Singapore, Central, 039799, Singapore",39799
Gyu-Kaku (Novena Square),"Buffet, Japanese, BBQ",Novena,$$$,Meat,Singapore,1.3205257,103.8438813,"Novena, Irrawaddy Road, Novena, Singapore, Central, 307506, Singapore",307506
Gyu-Kaku (Tampines 1),"Buffet, Japanese, BBQ",Tampines,$$$,Meat,Singapore,1.3546528,103.9435712,"Tampines, Northeast, Singapore",
Gyu-Kaku (The Centrepoint),"Buffet, Japanese, BBQ",Orchard,$$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Gyu-Kaku (The Star Vista),"Buffet, Japanese, BBQ",Buona Vista,$$$,Meat,Singapore,1.30660965,103.790751,"Buona Vista, North Buona Vista Road, Rochester Hill, Queenstown, Singapore, Southwest, 139350, Singapore",139350
Gyu-Kaku (UE Square),"Buffet, Japanese, BBQ",River Valley,$$$,Meat,Singapore,1.2976832,103.834188,"River Valley, Singapore, Central, Singapore",
Gyu-Kaku (VivoCity),"Buffet, Japanese, BBQ",Harbourfront,$$$,Meat,Singapore,1.265362,103.8215518,"HarbourFront, Telok Blangah Road, Bukit Merah, Singapore, Central, 098867, Singapore",98867
Gyu-Kaku (Waterway Point),"Buffet, Japanese, BBQ",Punggol,$$$,Meat,Singapore,1.4051559,103.902368,"Punggol, 70, Punggol Central, Punggol Town Centre, Punggol, Singapore, Northeast, 828868, Singapore",828868
Gyutan-Tan,Japanese,Tanjong Pagar,$$,Meat,Singapore,1.27660565,103.8457793,"Tanjong Pagar, 120, Maxwell Road, Shenton Way, Downtown Core, Singapore, Central, 069115, Singapore",69115
Habits Restaurant & Bar,"Bar, Fusion",Sembawang,$$,Meat,Singapore,1.4490928,103.8200555,"Sembawang, 11, Canberra Road, Sembawang, Singapore, Northwest, 750350, Singapore",750350
Hachimaru Izakaya,Japanese,Bugis,$$,Meat,Singapore,1.299966,103.8552892,"Bugis, Tan Quee Lan Street, Bugis, Downtown Core, Singapore, Central, 188749, Singapore",188749
HaHaHotpot,"Chinese, Seafood, Steamboat, BBQ, Muslim-Owned",Jurong,$$$,Meat,Singapore,1.2596598,103.6704396,"Jurong Island, Southwest, Singapore",
Hai Tien Lo,"Chinese, Seafood, Vegetarian Friendly, Dim Sum",City Hall,$$$$,Vegan,Singapore,1.2930272,103.8526448,"City Hall, Stamford Road, Civic District, Downtown Core, Singapore, Central, 178905, Singapore",178905
Hai Tien Lo,"Chinese, Seafood, Vegetarian Friendly, Dim Sum",Marina Bay,$$$$,Vegan,Singapore,1.27546735,103.8547733,"Marina Bay, Commerce Street, Downtown Central, Downtown Core, Singapore, Central, 018990, Singapore",18990
Hai Tien Lo,"Chinese, Seafood, Vegetarian Friendly, Dim Sum",Promenade,$$$$,Vegan,Singapore,1.29267315,103.8610155,"Promenade, Temasek Avenue, Suntec City, Downtown Core, Singapore, Central, 038986, Singapore",38986
Hai Wang Seafood 海王鱼头炉,"Chinese, Malaysian, Seafood, Local, Southeast Asian, Steamboat, Zi Char, Modern Asian, Asian",Jalan Besar,$$,Meat,Singapore,1.3064665,103.8559981,"Jalan Besar, Little India, Rochor, Singapore, Central, 208828, Singapore",208828
Halcyon & Crane,"Fusion, All-Day Breakfast, Cafe, Modern Asian, Vegan Friendly, Desserts, Western, Juice, Coffee, Small Bites",Orchard,$$$,Vegan,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
"Halia at Singapore Botanic Gardens, The","Fusion, Vegetarian Friendly, Halal Certified",Tanglin,$$$,Vegan,Singapore,1.3060443,103.8152804,"Tanglin, Singapore, Central, Singapore",
Hamidah’s Kitchen,"Indian, Middle Eastern, All-Day Breakfast, Local, Cafe, Steamboat, BBQ, Asian, Mookata, Muslim-Friendly, Muslim-Owned, Coffee",Bedok,$$,Meat,Singapore,1.3239765,103.930216,"Bedok, 315, New Upper Changi Road, Bedok, Singapore, Southeast, 467347, Singapore",467347
Hanare by Takayama,Japanese,Orchard,$$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Hanashizuku Japanese Cuisine,Japanese,Orchard,$$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Handlebar @ Gillman Barracks,"American, Bar",Telok Blangah,$$,Meat,Singapore,1.27102005,103.8096948,"Telok Blangah, 463, Telok Blangah Road, Bukit Merah, Singapore, Southwest, 109028, Singapore",109028
HANJIP Korean Grill House,"Bar, Korean, Fusion, BBQ",River Valley,$$$,Meat,Singapore,1.2976832,103.834188,"River Valley, Singapore, Central, Singapore",
HANJIP Korean Grill House,"Bar, Korean, Fusion, BBQ",Clarke Quay,$$$,Meat,Singapore,1.2887582,103.8466978,"Clarke Quay, 6, Eu Tong Sen Street, Clarke Quay, Singapore River, Singapore, Central, 059817, Singapore",59817
"Hannibal, European Grill & Pizza-Bar","Italian, Steakhouse, German, Cafe, Burgers",Robertson Quay,$$,Meat,Singapore,1.2917517,103.8413036,"Robertson Quay, Singapore River, Singapore, Central, 237995, Singapore",237995
HANS IM GLÜCK German Burgergrill (VivoCity),"Bar, German, Burgers",Harbourfront,$$,Meat,Singapore,1.265362,103.8215518,"HarbourFront, Telok Blangah Road, Bukit Merah, Singapore, Central, 098867, Singapore",98867
Hapi Cafe,"All-Day Breakfast, Vegetarian Friendly, Cafe, Ice Cream, Desserts, Healthy Eats, Western, Coffee, Small Bites",Telok Ayer,$$,Vegan,Singapore,1.28233605,103.848291,"Telok Ayer, 7, Cross Street, Chinatown, Outram, Singapore, Central, 048424, Singapore",48424
Happy Lamb Hotpot 快乐小羊,Chinese,Orchard,$$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Hard Rock Cafe Singapore,"American, Bar, Burgers",Orchard,$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Hard Rock Cafe Singapore,"American, Bar, Burgers",Tanglin,$$,Meat,Singapore,1.3060443,103.8152804,"Tanglin, Singapore, Central, Singapore",
Harry's (18 Tai Seng),"American, Bar, Burgers",Tai Seng,$$,Meat,Singapore,1.3353828,103.8883061,"Tai Seng, 33, Upper Paya Lebar Road, Tai Seng, Singapore, Southeast, 534803, Singapore",534803
Harry's (Angullia Park),"American, Bar, Burgers",Orchard,$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Harry's (Boat Quay),"American, Bar, Burgers",Boat Quay,$$,Meat,Singapore,1.2884676,103.849337,"Boat Quay, Clarke Quay, Singapore River, Singapore, Central, 049866, Singapore",49866
Harry's (Clarke Quay),"American, Bar, Burgers",Clarke Quay,$$,Meat,Singapore,1.2887582,103.8466978,"Clarke Quay, 6, Eu Tong Sen Street, Clarke Quay, Singapore River, Singapore, Central, 059817, Singapore",59817
Harry's (Cuppage),"American, Bar, Burgers",Orchard,$$,Meat,Singapore,1.30312075,103.8313759,"Orchard, Orchard Boulevard, Orchard, Singapore, Central, 238801, Singapore",238801
Harry's (Dempsey Hill),"American, Bar, Burgers",Dempsey,$$,Meat,Singapore,1.3045037,103.8100574,"Dempsey Hill, Tanglin, Singapore, Central, Singapore",
Harry's (Esplanade),"American, Bar, Burgers",Esplanade,$$,Meat,Singapore,1.29348725,103.8553908,"Esplanade, 90, Bras Basah Road, Suntec City, Downtown Core, Singapore, Central, 189562, Singapore",189562
Harry's (Esplanade),"American, Bar, Burgers",Marina Central,$$,Meat,Singapore,1.2894104,103.8631253,"Singapore Flyer, Raffles Avenue, Marina Centre, Downtown Core, Singapore, Central, 039799, Singapore",39799
Harry's (HarbourFront),"American, Bar, Burgers",Harbourfront,$$,Meat,Singapore,1.265362,103.8215518,"HarbourFront, Telok Blangah Road, Bukit Merah, Singapore, Central, 098867, Singapore",98867
Harry's (Holland Village),"American, Bar, Burgers",Holland Village,$$,Meat,Singapore,1.31172195,103.7960797,"Holland Village, 200, Holland Avenue, Bukit Timah, Singapore, Northwest, 278995, Singapore",278995
Harry's (Mapletree Business City),"American, Bar, Burgers",Telok Blangah,$$,Meat,Singapore,1.27102005,103.8096948,"Telok Blangah, 463, Telok Blangah Road, Bukit Merah, Singapore, Southwest, 109028, Singapore",109028
Harry's (Marina Bay Link Mall),"American, Bar, Burgers",Marina Bay,$$,Meat,Singapore,1.27546735,103.8547733,"Marina Bay, Commerce Street, Downtown Central, Downtown Core, Singapore, Central, 018990, Singapore",18990
Harry's (Novena),"American, Bar, Burgers",Novena,$$,Meat,Singapore,1.3205257,103.8438813,"Novena, Irrawaddy Road, Novena, Singapore, Central, 307506, Singapore",307506
